index,0,1,2,3,4,5,6,7,8,9,10,MSE,error,std,threshold,is_error
2023-11-26,0.56,0.34,0.86,1.64,1.3,0.62,0.03,0.07,0.02,0.04,0.14,0.377377628,0,0.09618715,0.30381285,1
2023-11-27,0.53,0.27,0.55,1.2,1.02,0.55,0.02,0.07,0.03,0.08,0.12,0.137936691,0,0.023085334,0.376914666,0
2023-11-28,0.46,0.17,0.19,0.64,0.34,0.58,0.04,0.03,0.02,0.07,0.06,0.039406431,0,0.017555642,0.382444358,0
2023-11-29,0.42,0.16,0.13,0.65,0.3,0.51,0.04,0.01,0.02,0.09,0.07,0.039252235,0,0.019697458,0.380302542,0
2023-11-30,0.34,0.19,0.14,0.47,0.44,0.33,0.05,0.04,0.01,0.07,0.04,0.042122839,0,0.015164311,0.384835689,0
2023-12-01,0.29,0.14,0.11,0.38,0.34,0.32,0.03,0.02,0.02,0.05,0.05,0.025227625,0,0.020550258,0.379449742,0
2023-12-02,0.25,0.11,0.08,0.08,0.13,0.12,0.02,0.03,0.01,0.04,0.04,0.006299091,0,0.007321814,0.392678186,0
2023-12-03,0.2,0.1,0.12,0.1,0.18,0.12,0.02,0.02,0.02,0.04,0.04,0.016246146,0,0.006257466,0.393742534,0
2023-12-04,0.15,0.08,0.11,0.07,0.13,0.15,0.03,0.03,0.01,0.05,0.02,0.011540112,0,0.012014818,0.387985182,0
2023-12-05,0.16,0.08,0.1,0.07,0.14,0.13,0.03,0.03,0.01,0.04,0.03,0.002842559,0,0.006644201,0.393355799,0
2023-12-06,0.17,0.07,0.12,0.08,0.13,0.11,0.02,0.02,0.01,0.05,0.04,0.005234439,0,0.003522695,0.396477305,0
2023-12-07,0.15,0.06,0.12,0.08,0.1,0.1,0.02,0.02,0.01,0.04,0.04,0.004061227,0,0.003089216,0.396910784,0
2023-12-08,0.12,0.04,0.12,0.12,0.12,0.09,0.02,0.01,0.01,0.04,0.05,0.006428319,0,0.004837146,0.395162854,0
2023-12-09,0.12,0.04,0.1,0.13,0.1,0.09,0.02,0.01,0.01,0.05,0.05,0.002787523,0,0.003277336,0.396722664,0
2023-12-10,0.11,0.03,0.1,0.12,0.09,0.08,0.02,0.02,0.01,0.04,0.04,0.002943104,0,0.003790564,0.396209436,0
2023-12-11,0.08,0.03,0.1,0.09,0.11,0.08,0.02,0.02,0.02,0.04,0.04,0.003545618,0,0.005299875,0.394700125,0
2023-12-12,0.06,0.04,0.09,0.1,0.11,0.07,0.03,0.01,0.01,0.04,0.05,0.004578403,0,0.00961216,0.39038784,0
2023-12-13,0.05,0.02,0.06,0.08,0.06,0.08,0.02,0.01,0.02,0.05,0.05,0.002138166,0,0.004976604,0.395023396,0
2023-12-14,0.04,0.02,0.06,0.1,0.06,0.07,0.03,0.01,0.01,0.03,0.05,0.001493117,0,0.009263936,0.390736064,0
2023-12-15,0.03,0.02,0.06,0.1,0.05,0.07,0.02,0.01,0.01,0.04,0.05,0.001438694,0,0.007997183,0.392002817,0
2023-12-16,0.02,0.03,0.06,0.08,0.05,0.07,0.03,0.01,0.01,0.03,0.05,0.002981983,0,0.005919899,0.394080101,0
2023-12-17,0.03,0.04,0.06,0.07,0.06,0.07,0.03,0.01,0.01,0.04,0.05,0.00133327,0,0.005749675,0.394250325,0
2023-12-18,0.02,0.03,0.07,0.06,0.06,0.07,0.03,0.02,0.01,0.04,0.05,0.002940264,0,0.006494746,0.393505254,0
2023-12-19,0.02,0.03,0.07,0.06,0.06,0.07,0.03,0.02,0.01,0.05,0.05,0.001677817,0,0.005137388,0.394862612,0
2023-12-20,0.03,0.03,0.07,0.06,0.07,0.07,0.03,0.01,0.02,0.04,0.05,0.002367241,0,0.006365622,0.393634378,0
2023-12-21,0.02,0.02,0.06,0.06,0.05,0.08,0.03,0.02,0.01,0.04,0.04,0.002167933,0,0.005692248,0.394307752,0
2023-12-22,0.02,0.03,0.06,0.06,0.06,0.09,0.03,0.02,0.01,0.04,0.05,0.002261014,0,0.006076959,0.393923041,0
2023-12-23,0.02,0.03,0.06,0.07,0.04,0.09,0.03,0.01,0.01,0.04,0.05,0.001847803,0,0.00645365,0.39354635,0
2023-12-24,0.02,0.03,0.06,0.06,0.05,0.09,0.03,0.02,0.01,0.04,0.05,0.001967106,0,0.005672126,0.394327874,0
2023-12-25,0.02,0.03,0.06,0.06,0.05,0.08,0.03,0.01,0.01,0.04,0.05,0.001495688,0,0.00469172,0.39530828,0
2023-12-26,0.03,0.03,0.07,0.05,0.05,0.08,0.03,0.02,0.01,0.04,0.05,0.001699183,0,0.006206747,0.393793253,0
2023-12-27,0.02,0.02,0.07,0.05,0.06,0.08,0.03,0.02,0.01,0.04,0.05,0.001828004,0,0.00550705,0.39449295,0
2023-12-28,0.03,0.02,0.07,0.05,0.05,0.09,0.03,0.01,0.01,0.04,0.05,0.001918267,0,0.009368901,0.390631099,0
2023-12-29,0.04,0.03,0.06,0.06,0.05,0.09,0.03,0.02,0.01,0.03,0.05,0.001540395,0,0.004959557,0.395040443,0
2023-12-30,0.02,0.01,0.06,0.06,0.04,0.07,0.03,0.01,0.01,0.03,0.05,0.000892066,0,0.006411349,0.393588651,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-------------------,,,,,,,,,,,,,,,,
From,,,,,,,,,,,,,,,,
To,,,,,,,,,,,,,,,,
,,afknradio@naver.com,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,
Subject,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
index,,,,,,,,,,,,,,,,
2023-01-04,,,,,,,,,,,,,,,,
2023-01-05,,,,,,,,,,,,,,,,
2023-01-06,,,,,,,,,,,,,,,,
2023-01-07,,,,,,,,,,,,,,,,
2023-01-08,,,,,,,,,,,,,,,,
2023-01-09,,,,,,,,,,,,,,,,
2023-01-10,,,,,,,,,,,,,,,,
2023-01-11,,,,,,,,,,,,,,,,
2023-01-12,,,,,,,,,,,,,,,,
2023-01-13,,,,,,,,,,,,,,,,
2023-01-14,,,,,,,,,,,,,,,,
2023-01-15,,,,,,,,,,,,,,,,
2023-01-16,,,,,,,,,,,,,,,,
2023-01-17,,,,,,,,,,,,,,,,
2023-01-18,,,,,,,,,,,,,,,,
2023-01-19,,,,,,,,,,,,,,,,
2023-01-20,,,,,,,,,,,,,,,,
2023-01-21,,,,,,,,,,,,,,,,
2023-01-22,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,,,,,,,,,,
2023-01-28,,,,,,,,,,,,,,,,
2023-01-29,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,,,,,,,,,,
2023-02-04,,,,,,,,,,,,,,,,
2023-02-05,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,,,,,,,,,,
2023-02-11,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,
2023-02-13,,,,,,,,,,,,,,,,
2023-02-14,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,,,,,,,,,,
2023-02-16,,,,,,,,,,,,,,,,
2023-02-17,,,,,,,,,,,,,,,,
2023-02-18,,,,,,,,,,,,,,,,
2023-02-19,,,,,,,,,,,,,,,,
2023-02-20,,,,,,,,,,,,,,,,
2023-02-21,,,,,,,,,,,,,,,,
2023-02-22,,,,,,,,,,,,,,,,
2023-02-23,,,,,,,,,,,,,,,,
2023-02-24,,,,,,,,,,,,,,,,
2023-02-25,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,
2023-02-27,,,,,,,,,,,,,,,,
2023-02-28,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,
2023-03-02,,,,,,,,,,,,,,,,
2023-03-03,,,,,,,,,,,,,,,,
2023-03-04,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,,,,
2023-03-06,,,,,,,,,,,,,,,,
2023-03-07,,,,,,,,,,,,,,,,
2023-03-08,,,,,,,,,,,,,,,,
2023-03-09,,,,,,,,,,,,,,,,
2023-03-10,,,,,,,,,,,,,,,,
2023-03-11,,,,,,,,,,,,,,,,
2023-03-12,,,,,,,,,,,,,,,,
2023-03-13,,,,,,,,,,,,,,,,
2023-03-14,,,,,,,,,,,,,,,,
2023-03-15,,,,,,,,,,,,,,,,
2023-03-16,,,,,,,,,,,,,,,,
2023-03-17,,,,,,,,,,,,,,,,
2023-03-18,,,,,,,,,,,,,,,,
2023-03-19,,,,,,,,,,,,,,,,
2023-03-20,,,,,,,,,,,,,,,,
2023-03-21,,,,,,,,,,,,,,,,
2023-03-22,,,,,,,,,,,,,,,,
2023-03-23,,,,,,,,,,,,,,,,
2023-03-24,,,,,,,,,,,,,,,,
2023-03-25,,,,,,,,,,,,,,,,
2023-03-26,,,,,,,,,,,,,,,,
2023-03-27,,,,,,,,,,,,,,,,
2023-03-28,,,,,,,,,,,,,,,,
2023-03-29,,,,,,,,,,,,,,,,
2023-03-30,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,
2023-04-01,,,,,,,,,,,,,,,,
2023-04-02,,,,,,,,,,,,,,,,
2023-04-03,,,,,,,,,,,,,,,,
2023-04-04,,,,,,,,,,,,,,,,
2023-04-05,,,,,,,,,,,,,,,,
2023-04-06,,,,,,,,,,,,,,,,
2023-04-07,,,,,,,,,,,,,,,,
2023-04-08,,,,,,,,,,,,,,,,
2023-04-09,,,,,,,,,,,,,,,,
2023-04-10,,,,,,,,,,,,,,,,
2023-04-11,,,,,,,,,,,,,,,,
2023-04-12,,,,,,,,,,,,,,,,
2023-04-13,,,,,,,,,,,,,,,,
2023-04-14,,,,,,,,,,,,,,,,
2023-04-15,,,,,,,,,,,,,,,,
2023-04-16,,,,,,,,,,,,,,,,
2023-04-17,,,,,,,,,,,,,,,,
2023-04-18,,,,,,,,,,,,,,,,
2023-04-19,,,,,,,,,,,,,,,,
2023-04-20,,,,,,,,,,,,,,,,
2023-04-21,,,,,,,,,,,,,,,,
2023-04-22,,,,,,,,,,,,,,,,
2023-04-23,,,,,,,,,,,,,,,,
2023-04-24,,,,,,,,,,,,,,,,
2023-04-25,,,,,,,,,,,,,,,,
2023-04-26,,,,,,,,,,,,,,,,
2023-04-27,,,,,,,,,,,,,,,,
2023-04-28,,,,,,,,,,,,,,,,
2023-04-29,,,,,,,,,,,,,,,,
2023-04-30,,,,,,,,,,,,,,,,
2023-05-01,,,,,,,,,,,,,,,,
2023-05-02,,,,,,,,,,,,,,,,
2023-05-03,,,,,,,,,,,,,,,,
2023-05-04,,,,,,,,,,,,,,,,
2023-05-05,,,,,,,,,,,,,,,,
2023-05-06,,,,,,,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,,,,,,
2023-05-09,,,,,,,,,,,,,,,,
2023-05-10,,,,,,,,,,,,,,,,
2023-05-11,,,,,,,,,,,,,,,,
2023-05-12,,,,,,,,,,,,,,,,
2023-05-13,,,,,,,,,,,,,,,,
2023-05-14,,,,,,,,,,,,,,,,
2023-05-15,,,,,,,,,,,,,,,,
2023-05-16,,,,,,,,,,,,,,,,
2023-05-17,,,,,,,,,,,,,,,,
2023-05-18,,,,,,,,,,,,,,,,
2023-05-19,,,,,,,,,,,,,,,,
2023-05-20,,,,,,,,,,,,,,,,
2023-05-21,,,,,,,,,,,,,,,,
2023-05-22,,,,,,,,,,,,,,,,
2023-05-23,,,,,,,,,,,,,,,,
2023-05-24,,,,,,,,,,,,,,,,
2023-05-25,,,,,,,,,,,,,,,,
2023-05-26,,,,,,,,,,,,,,,,
2023-05-27,,,,,,,,,,,,,,,,
2023-05-28,,,,,,,,,,,,,,,,
2023-05-29,,,,,,,,,,,,,,,,
2023-05-30,,,,,,,,,,,,,,,,
2023-05-31,,,,,,,,,,,,,,,,
2023-06-01,,,,,,,,,,,,,,,,
2023-06-02,,,,,,,,,,,,,,,,
2023-06-03,,,,,,,,,,,,,,,,
2023-06-04,,,,,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,,,,,
2023-06-06,,,,,,,,,,,,,,,,
2023-06-07,,,,,,,,,,,,,,,,
2023-06-08,,,,,,,,,,,,,,,,
2023-06-09,,,,,,,,,,,,,,,,
2023-06-10,,,,,,,,,,,,,,,,
2023-06-11,,,,,,,,,,,,,,,,
2023-06-12,,,,,,,,,,,,,,,,
2023-06-13,,,,,,,,,,,,,,,,
2023-06-14,,,,,,,,,,,,,,,,
2023-06-15,,,,,,,,,,,,,,,,
2023-06-16,,,,,,,,,,,,,,,,
2023-06-17,,,,,,,,,,,,,,,,
2023-06-18,,,,,,,,,,,,,,,,
2023-06-19,,,,,,,,,,,,,,,,
2023-06-20,,,,,,,,,,,,,,,,
2023-06-21,,,,,,,,,,,,,,,,
2023-06-22,,,,,,,,,,,,,,,,
2023-06-23,,,,,,,,,,,,,,,,
2023-06-24,,,,,,,,,,,,,,,,
2023-06-25,,,,,,,,,,,,,,,,
2023-06-26,,,,,,,,,,,,,,,,
2023-06-27,,,,,,,,,,,,,,,,
2023-06-28,,,,,,,,,,,,,,,,
2023-06-29,,,,,,,,,,,,,,,,
2023-06-30,,,,,,,,,,,,,,,,
2023-07-01,,,,,,,,,,,,,,,,
2023-07-02,,,,,,,,,,,,,,,,
2023-07-03,,,,,,,,,,,,,,,,
2023-07-04,,,,,,,,,,,,,,,,
2023-07-05,,,,,,,,,,,,,,,,
2023-07-06,,,,,,,,,,,,,,,,
2023-07-07,,,,,,,,,,,,,,,,
2023-07-08,,,,,,,,,,,,,,,,
2023-07-09,,,,,,,,,,,,,,,,
2023-07-10,,,,,,,,,,,,,,,,
2023-07-11,,,,,,,,,,,,,,,,
2023-07-12,,,,,,,,,,,,,,,,
2023-07-13,,,,,,,,,,,,,,,,
2023-07-14,,,,,,,,,,,,,,,,
2023-07-15,,,,,,,,,,,,,,,,
2023-07-16,,,,,,,,,,,,,,,,
2023-07-17,,,,,,,,,,,,,,,,
2023-07-18,,,,,,,,,,,,,,,,
2023-07-19,,,,,,,,,,,,,,,,
2023-07-20,,,,,,,,,,,,,,,,
2023-07-21,,,,,,,,,,,,,,,,
2023-07-22,,,,,,,,,,,,,,,,
2023-07-23,,,,,,,,,,,,,,,,
2023-07-24,,,,,,,,,,,,,,,,
2023-07-25,,,,,,,,,,,,,,,,
2023-07-26,,,,,,,,,,,,,,,,
2023-07-27,,,,,,,,,,,,,,,,
2023-07-28,,,,,,,,,,,,,,,,
2023-07-29,,,,,,,,,,,,,,,,
2023-07-30,,,,,,,,,,,,,,,,
2023-07-31,,,,,,,,,,,,,,,,
2023-08-01,,,,,,,,,,,,,,,,
2023-08-02,,,,,,,,,,,,,,,,
2023-08-03,,,,,,,,,,,,,,,,
2023-08-04,,,,,,,,,,,,,,,,
2023-08-05,,,,,,,,,,,,,,,,
2023-08-06,,,,,,,,,,,,,,,,
2023-08-07,,,,,,,,,,,,,,,,
2023-08-08,,,,,,,,,,,,,,,,
2023-08-09,,,,,,,,,,,,,,,,
2023-08-10,,,,,,,,,,,,,,,,
2023-08-11,,,,,,,,,,,,,,,,
2023-08-12,,,,,,,,,,,,,,,,
2023-08-13,,,,,,,,,,,,,,,,
2023-08-14,,,,,,,,,,,,,,,,
2023-08-15,,,,,,,,,,,,,,,,
2023-08-16,,,,,,,,,,,,,,,,
2023-08-17,,,,,,,,,,,,,,,,
2023-08-18,,,,,,,,,,,,,,,,
2023-08-19,,,,,,,,,,,,,,,,
2023-08-20,,,,,,,,,,,,,,,,
2023-08-21,,,,,,,,,,,,,,,,
2023-08-22,,,,,,,,,,,,,,,,
2023-08-23,,,,,,,,,,,,,,,,
2023-08-24,,,,,,,,,,,,,,,,
2023-08-25,,,,,,,,,,,,,,,,
2023-08-26,,,,,,,,,,,,,,,,
2023-08-27,,,,,,,,,,,,,,,,
2023-08-28,,,,,,,,,,,,,,,,
2023-08-29,,,,,,,,,,,,,,,,
2023-08-30,,,,,,,,,,,,,,,,
2023-08-31,,,,,,,,,,,,,,,,
2023-09-01,,,,,,,,,,,,,,,,
2023-09-02,,,,,,,,,,,,,,,,
2023-09-03,,,,,,,,,,,,,,,,
2023-09-04,,,,,,,,,,,,,,,,
2023-09-05,,,,,,,,,,,,,,,,
2023-09-06,,,,,,,,,,,,,,,,
2023-09-07,,,,,,,,,,,,,,,,
2023-09-08,,,,,,,,,,,,,,,,
2023-09-09,,,,,,,,,,,,,,,,
2023-09-10,,,,,,,,,,,,,,,,
2023-09-11,,,,,,,,,,,,,,,,
2023-09-12,,,,,,,,,,,,,,,,
2023-09-13,,,,,,,,,,,,,,,,
2023-09-14,,,,,,,,,,,,,,,,
2023-09-15,,,,,,,,,,,,,,,,
2023-09-16,,,,,,,,,,,,,,,,
2023-09-17,,,,,,,,,,,,,,,,
2023-09-18,,,,,,,,,,,,,,,,
2023-09-19,,,,,,,,,,,,,,,,
2023-09-20,,,,,,,,,,,,,,,,
2023-09-21,,,,,,,,,,,,,,,,
2023-09-22,,,,,,,,,,,,,,,,
2023-09-23,,,,,,,,,,,,,,,,
2023-09-24,,,,,,,,,,,,,,,,
2023-09-25,,,,,,,,,,,,,,,,
2023-09-26,,,,,,,,,,,,,,,,
2023-09-27,,,,,,,,,,,,,,,,
2023-09-28,,,,,,,,,,,,,,,,
2023-09-29,,,,,,,,,,,,,,,,
2023-09-30,,,,,,,,,,,,,,,,
2023-10-01,,,,,,,,,,,,,,,,
2023-10-02,,,,,,,,,,,,,,,,
2023-10-03,,,,,,,,,,,,,,,,
2023-10-04,,,,,,,,,,,,,,,,
2023-10-05,,,,,,,,,,,,,,,,
2023-10-06,,,,,,,,,,,,,,,,
2023-10-07,,,,,,,,,,,,,,,,
2023-10-08,,,,,,,,,,,,,,,,
2023-10-09,,,,,,,,,,,,,,,,
2023-10-10,,,,,,,,,,,,,,,,
2023-10-11,,,,,,,,,,,,,,,,
2023-10-12,,,,,,,,,,,,,,,,
2023-10-13,,,,,,,,,,,,,,,,
2023-10-14,,,,,,,,,,,,,,,,
2023-10-15,,,,,,,,,,,,,,,,
2023-10-16,,,,,,,,,,,,,,,,
2023-10-17,,,,,,,,,,,,,,,,
2023-10-18,,,,,,,,,,,,,,,,
2023-10-19,,,,,,,,,,,,,,,,
2023-10-20,,,,,,,,,,,,,,,,
2023-10-21,,,,,,,,,,,,,,,,
2023-10-22,,,,,,,,,,,,,,,,
2023-10-23,,,,,,,,,,,,,,,,
2023-10-24,,,,,,,,,,,,,,,,
2023-10-25,,,,,,,,,,,,,,,,
2023-10-26,,,,,,,,,,,,,,,,
2023-10-27,,,,,,,,,,,,,,,,
2023-10-28,,,,,,,,,,,,,,,,
2023-10-29,,,,,,,,,,,,,,,,
2023-10-30,,,,,,,,,,,,,,,,
2023-10-31,,,,,,,,,,,,,,,,
2023-11-01,,,,,,,,,,,,,,,,
2023-11-02,,,,,,,,,,,,,,,,
2023-11-03,,,,,,,,,,,,,,,,
2023-11-04,,,,,,,,,,,,,,,,
2023-11-05,,,,,,,,,,,,,,,,
2023-11-06,,,,,,,,,,,,,,,,
2023-11-07,,,,,,,,,,,,,,,,
2023-11-08,,,,,,,,,,,,,,,,
2023-11-09,,,,,,,,,,,,,,,,
2023-11-10,,,,,,,,,,,,,,,,
2023-11-11,,,,,,,,,,,,,,,,
2023-11-12,,,,,,,,,,,,,,,,
2023-11-13,,,,,,,,,,,,,,,,
2023-11-14,,,,,,,,,,,,,,,,
2023-11-15,,,,,,,,,,,,,,,,
2023-11-16,,,,,,,,,,,,,,,,
2023-11-17,,,,,,,,,,,,,,,,
2023-11-18,,,,,,,,,,,,,,,,
2023-11-19,,,,,,,,,,,,,,,,
2023-11-20,,,,,,,,,,,,,,,,
2023-11-21,,,,,,,,,,,,,,,,
2023-11-22,,,,,,,,,,,,,,,,
2023-11-23,,,,,,,,,,,,,,,,
2023-11-24,,,,,,,,,,,,,,,,
2023-11-25,,,,,,,,,,,,,,,,
2023-11-26,,,,,,,,,,,,,,,,
2023-11-27,,,,,,,,,,,,,,,,
2023-11-28,,,,,,,,,,,,,,,,
2023-11-29,,,,,,,,,,,,,,,,
2023-11-30,,,,,,,,,,,,,,,,
2023-12-01,,,,,,,,,,,,,,,,
2023-12-02,,,,,,,,,,,,,,,,
2023-12-03,,,,,,,,,,,,,,,,
2023-12-04,,,,,,,,,,,,,,,,
2023-12-05,,,,,,,,,,,,,,,,
2023-12-06,,,,,,,,,,,,,,,,
2023-12-07,,,,,,,,,,,,,,,,
2023-12-08,,,,,,,,,,,,,,,,
2023-12-09,,,,,,,,,,,,,,,,
2023-12-10,,,,,,,,,,,,,,,,
2023-12-11,,,,,,,,,,,,,,,,
2023-12-12,,,,,,,,,,,,,,,,
2023-12-13,,,,,,,,,,,,,,,,
2023-12-14,,,,,,,,,,,,,,,,
2023-12-15,,,,,,,,,,,,,,,,
2023-12-16,,,,,,,,,,,,,,,,
2023-12-17,,,,,,,,,,,,,,,,
2023-12-18,,,,,,,,,,,,,,,,
2023-12-19,,,,,,,,,,,,,,,,
2023-12-20,,,,,,,,,,,,,,,,
2023-12-21,,,,,,,,,,,,,,,,
2023-12-22,,,,,,,,,,,,,,,,
2023-12-23,,,,,,,,,,,,,,,,
2023-12-24,,,,,,,,,,,,,,,,
2023-12-25,,,,,,,,,,,,,,,,
2023-12-26,,,,,,,,,,,,,,,,
2023-12-27,,,,,,,,,,,,,,,,
2023-12-28,,,,,,,,,,,,,,,,
2023-12-29,,,,,,,,,,,,,,,,
2023-12-30,,,,,,,,,,,,,,,,
